Date,Open,High,Low,Close,Volume,Max_Up_5d,Max_Down_5d,Time_To_Max_Up_5d,Time_To_Max_Down_5d,Max_Up_10d,Max_Down_10d,Time_To_Max_Up_10d,Time_To_Max_Down_10d,Max_Up_15d,Max_Down_15d,Time_To_Max_Up_15d,Time_To_Max_Down_15d,Max_Up_20d,Max_Down_20d,Time_To_Max_Up_20d,Time_To_Max_Down_20d,Max_Up_30d,Max_Down_30d,Time_To_Max_Up_30d,Time_To_Max_Down_30d,Label_1.0pct_5d,Label_1.0pct_10d,Label_1.0pct_15d,Label_1.0pct_20d,Label_1.0pct_30d,Label_2.0pct_5d,Label_2.0pct_10d,Label_2.0pct_15d,Label_2.0pct_20d,Label_2.0pct_30d,Label_3.0pct_5d,Label_3.0pct_10d,Label_3.0pct_15d,Label_3.0pct_20d,Label_3.0pct_30d,Label_5.0pct_5d,Label_5.0pct_10d,Label_5.0pct_15d,Label_5.0pct_20d,Label_5.0pct_30d,Label_10.0pct_5d,Label_10.0pct_10d,Label_10.0pct_15d,Label_10.0pct_20d,Label_10.0pct_30d
2010-07-14,1.2,1.34,1.18,1.32,62928000,12.121212121212114,3.7878787878787907,5.0,1.0,12.121212121212114,3.7878787878787907,5.0,1.0,12.121212121212114,3.7878787878787907,5.0,1.0,12.121212121212114,5.303030303030307,5.0,27.0,12.121212121212114,12.121212121212132,5.0,29.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-07-15,1.33,1.43,1.27,1.33,56097000,11.278195488721797,2.2556390977443628,4.0,6.0,11.278195488721797,2.2556390977443628,4.0,6.0,11.278195488721797,2.2556390977443628,4.0,6.0,11.278195488721797,10.526315789473694,4.0,27.0,11.278195488721797,12.781954887218056,4.0,28.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-07-16,1.38,1.42,1.34,1.38,39319500,7.24637681159421,5.797101449275352,3.0,5.0,7.24637681159421,5.797101449275352,3.0,5.0,7.24637681159421,5.797101449275352,3.0,5.0,7.24637681159421,15.942028985507244,3.0,27.0,7.24637681159421,15.942028985507244,3.0,27.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN
2010-07-19,1.42,1.48,1.39,1.46,37297500,0.0,10.958904109589037,1.0,2.0,0.0,10.958904109589037,1.0,2.0,1.3698630136986314,10.958904109589037,16.0,2.0,1.3698630136986314,20.547945205479458,16.0,24.0,1.3698630136986314,20.547945205479458,16.0,24.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-20,1.46,1.46,1.34,1.35,27379500,6.666666666666655,3.703703703703707,3.0,1.0,6.666666666666655,3.703703703703707,3.0,1.0,9.62962962962962,3.703703703703707,15.0,1.0,9.62962962962962,14.074074074074087,15.0,23.0,9.62962962962962,14.074074074074087,15.0,23.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN
2010-07-21,1.38,1.39,1.3,1.35,18787500,6.666666666666655,0.0,2.0,5.0,8.14814814814814,3.703703703703707,13.0,9.0,9.62962962962962,7.407407407407414,14.0,20.0,9.62962962962962,14.074074074074087,14.0,22.0,9.62962962962962,14.074074074074087,14.0,22.0,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN
2010-07-22,1.37,1.42,1.36,1.4,14367000,2.85714285714286,3.5714285714285587,1.0,4.0,5.71428571428572,7.142857142857134,13.0,8.0,5.71428571428572,15.0,13.0,20.0,5.71428571428572,17.142857142857142,13.0,21.0,5.71428571428572,17.142857142857142,13.0,21.0,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-23,1.41,1.44,1.4,1.42,9804000,0.7042253521126767,6.338028169014074,3.0,6.0,4.2253521126760605,8.450704225352105,12.0,7.0,4.2253521126760605,18.30985915492958,12.0,20.0,4.2253521126760605,18.30985915492958,12.0,20.0,4.2253521126760605,18.30985915492958,12.0,20.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-26,1.43,1.43,1.35,1.4,13833000,0.714285714285715,7.142857142857134,1.0,4.0,5.71428571428572,7.142857142857134,9.0,4.0,5.71428571428572,17.142857142857142,9.0,17.0,5.71428571428572,17.142857142857142,9.0,17.0,5.71428571428572,17.142857142857142,9.0,17.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-27,1.39,1.41,1.35,1.37,9295500,2.1897810218977956,5.1094890510948945,6.0,3.0,8.029197080291961,5.1094890510948945,8.0,3.0,8.029197080291961,15.328467153284683,8.0,16.0,8.029197080291961,15.328467153284683,8.0,16.0,8.029197080291961,15.328467153284683,8.0,16.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-28,1.37,1.39,1.37,1.38,7008000,5.797101449275368,5.797101449275352,6.0,2.0,7.24637681159421,9.420289855072458,7.0,13.0,7.24637681159421,15.942028985507244,7.0,15.0,7.24637681159421,15.942028985507244,7.0,15.0,7.24637681159421,15.942028985507244,7.0,15.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-29,1.38,1.39,1.33,1.36,9240000,8.823529411764696,4.411764705882357,6.0,1.0,8.823529411764696,12.50000000000001,6.0,13.0,8.823529411764696,14.705882352941188,6.0,14.0,8.823529411764696,14.705882352941188,6.0,14.0,8.823529411764696,14.705882352941188,6.0,14.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-07-30,1.35,1.36,1.3,1.33,6403500,11.278195488721797,-0.7518796992481209,5.0,6.0,11.278195488721797,12.781954887218056,5.0,13.0,11.278195488721797,12.781954887218056,5.0,13.0,11.278195488721797,12.781954887218056,5.0,13.0,11.278195488721797,12.781954887218056,5.0,13.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-08-02,1.37,1.4,1.36,1.39,10771500,6.474820143884898,6.474820143884882,2.0,4.0,6.474820143884898,16.546762589928058,2.0,10.0,6.474820143884898,16.546762589928058,2.0,10.0,6.474820143884898,16.546762589928058,2.0,10.0,6.474820143884898,16.546762589928058,2.0,10.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-03,1.4,1.46,1.39,1.46,18457500,1.3698630136986314,10.958904109589037,1.0,3.0,1.3698630136986314,20.547945205479458,1.0,9.0,1.3698630136986314,20.547945205479458,1.0,9.0,1.3698630136986314,20.547945205479458,1.0,9.0,1.3698630136986314,20.547945205479458,1.0,9.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-04,1.46,1.48,1.39,1.42,13695000,1.4084507042253533,11.971830985915489,1.0,6.0,1.4084507042253533,18.30985915492958,1.0,8.0,1.4084507042253533,18.30985915492958,1.0,8.0,1.4084507042253533,18.30985915492958,1.0,8.0,3.521126760563384,18.30985915492958,42.0,8.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-05,1.44,1.44,1.34,1.36,11943000,-1.4705882352941189,12.50000000000001,1.0,6.0,-1.4705882352941189,14.705882352941188,1.0,7.0,0.0,14.705882352941188,18.0,7.0,1.4705882352941024,14.705882352941188,27.0,7.0,13.235294117647053,14.705882352941188,42.0,7.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-06,1.34,1.34,1.3,1.31,11128500,1.5267175572519098,11.450381679389322,3.0,6.0,1.5267175572519098,11.450381679389322,3.0,6.0,3.8167938931297747,11.450381679389322,17.0,6.0,8.396946564885486,11.450381679389322,27.0,6.0,17.557251908396946,11.450381679389322,41.0,6.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-09,1.33,1.33,1.3,1.31,12190500,0.0,11.450381679389322,1.0,3.0,0.0,11.450381679389322,1.0,3.0,3.8167938931297747,11.450381679389322,14.0,3.0,8.396946564885486,11.450381679389322,24.0,3.0,17.557251908396946,11.450381679389322,38.0,3.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN
2010-08-10,1.31,1.31,1.25,1.27,19219500,-0.7874015748031503,8.661417322834653,1.0,2.0,7.086614173228353,8.661417322834653,13.0,2.0,7.086614173228353,8.661417322834653,13.0,2.0,11.811023622047237,8.661417322834653,23.0,2.0,21.25984251968504,8.661417322834653,37.0,2.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP
2010-08-11,1.25,1.26,1.19,1.19,11964000,8.403361344537823,2.521008403361347,6.0,1.0,14.285714285714299,2.521008403361347,12.0,1.0,14.285714285714299,2.521008403361347,12.0,1.0,19.327731092436977,2.521008403361347,22.0,1.0,29.41176470588236,2.521008403361347,36.0,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-08-12,1.19,1.19,1.16,1.17,10365000,11.965811965811977,-0.8547008547008554,6.0,1.0,16.239316239316253,-0.8547008547008554,11.0,1.0,17.948717948717945,-0.8547008547008554,20.0,1.0,21.36752136752137,-0.8547008547008554,21.0,1.0,31.623931623931632,-0.8547008547008554,35.0,1.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-08-13,1.21,1.23,1.18,1.22,9510000,7.377049180327876,0.0,5.0,3.0,11.475409836065584,0.0,10.0,3.0,16.393442622950815,0.0,20.0,3.0,16.393442622950815,0.0,20.0,3.0,26.22950819672132,0.0,34.0,3.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP
2010-08-16,1.23,1.25,1.22,1.25,7287000,4.800000000000004,2.400000000000002,2.0,3.0,8.800000000000008,2.400000000000002,7.0,3.0,13.599999999999996,2.400000000000002,17.0,3.0,13.599999999999996,2.400000000000002,17.0,3.0,23.200000000000003,2.400000000000002,31.0,3.0,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP
2010-08-17,1.26,1.29,1.25,1.28,6718500,6.250000000000005,4.687500000000004,6.0,2.0,6.250000000000005,4.687500000000004,6.0,2.0,10.937499999999991,4.687500000000004,16.0,2.0,12.499999999999993,4.687500000000004,28.0,2.0,20.3125,4.687500000000004,30.0,2.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP
