Date,Open,High,Low,Close,Volume,daily_range,avg_range_20,std_range_20,Max_Up_5d,Max_Down_5d,Time_To_Max_Up_5d,Time_To_Max_Down_5d,Max_Up_10d,Max_Down_10d,Time_To_Max_Up_10d,Time_To_Max_Down_10d,Max_Up_15d,Max_Down_15d,Time_To_Max_Up_15d,Time_To_Max_Down_15d,Max_Up_20d,Max_Down_20d,Time_To_Max_Up_20d,Time_To_Max_Down_20d,Max_Up_30d,Max_Down_30d,Time_To_Max_Up_30d,Time_To_Max_Down_30d,Label_1.0pct_5d,Label_1.0pct_10d,Label_1.0pct_15d,Label_1.0pct_20d,Label_1.0pct_30d,Label_2.0pct_5d,Label_2.0pct_10d,Label_2.0pct_15d,Label_2.0pct_20d,Label_2.0pct_30d,Label_3.0pct_5d,Label_3.0pct_10d,Label_3.0pct_15d,Label_3.0pct_20d,Label_3.0pct_30d,Label_5.0pct_5d,Label_5.0pct_10d,Label_5.0pct_15d,Label_5.0pct_20d,Label_5.0pct_30d,Label_10.0pct_5d,Label_10.0pct_10d,Label_10.0pct_15d,Label_10.0pct_20d,Label_10.0pct_30d,Dist_MA_20,ROC_5d,52w_Range_Pct,Dist_10d_High,Dist_10d_Low,Body_Range_Ratio,Upper_Shadow_Ratio,Lower_Shadow_Ratio,Doji,Hammer,Shooting_Star,Gap_Pct,Gap_Up,Gap_Down,TR,ATR_14_Pct,ATR_14_Percentile,BB_Width_20,BB_Position_20,BB_Squeeze_20,Intraday_Range,ATR_14_Trend,RSI_14,MACD_Histogram,MACD_Signal_Pct,MACD_Bull_Cross,MACD_Bear_Cross,Stoch_14_K,Stoch_14_D,ROC_Oscillator_5,Price_Momentum_Pct,RSI_Momentum,Divergence_Flag,Williams_R_14,CCI_20,Chaikin_Oscillator,Vol_Ratio_10,Vol_Percentile_10,OBV_Trend,OBV_ROC_5d,OBV_ROC_20d,AD_ROC_5d,AD_ROC_20d,AD_Trend,Vol_Spike_2x,Vol_Spike_3x,Price_Change_5d,Vol_Change_5d,PV_Divergence,Plus_DI_14,Minus_DI_14,ADX_14,Trend_Dir_14,Trend_Strength,MA_Alignment,MA_Alignment_Score,MA_20_Slope,Vol_Regime,Trend_Regime,Vol_Regime_Level,Price_Up,Consec_Up,Price_Down,Consec_Down,Higher_High,Higher_Low,Lower_High,Lower_Low,Dist_Support,Dist_Resistance,Near_Support,Near_Resistance,Breakout,Breakdown,Consolidation,Day_of_Week,Day_of_Week_Name,Month,Month_Name,Quarter,Major_Move,Days_Since_Major_Move,Days_Since_52w_High,Days_Since_52w_Low,Fib_23.6,Fib_38.2,Fib_50.0,Fib_61.8,Fib_78.6,VWAP_Distance,VWAP_Slope
2025-08-11 04:00:00,227.6992650180531,229.3376761213044,224.54232171734583,226.95997619628903,61806100,2.11286345915511,1.6142589824956126,0.3708368444768046,3.495030075040741,0.0484148395743617,3.0,1.0,3.495030075040741,1.4966060412662892,3.0,10.0,3.495030075040741,1.4966060412662892,3.0,10.0,6.224146124814068,1.4966060412662892,25.0,10.0,12.967702714208254,1.4966060412662892,42.0,10.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,15.41677130586589,34.1666322284501,50.416596465684,0,0,0,0.3653483431559747,0,0,3.726383290178859,1.6347899521565648,0.96,0,50,0,2.112863459155135,0.3221779358317258,61.47612820156955,0.0,0.0,0,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,0.0,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,0,0,0,1.6330724740788671,-39.36488469584717,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,0,0,0,0,0,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,0,Monday,8,August,3,0,0,0.0,0.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-12 04:00:00,227.78917070894937,230.57647717809445,226.8500938879156,229.42758178710932,55626200,1.624208938242067,1.6142589824956126,0.3708368444768046,2.381890526404153,0.1349860902718164,2.0,3.0,2.381890526404153,2.556058107813783,2.0,9.0,2.381890526404153,2.556058107813783,2.0,9.0,5.081653601395803,2.556058107813783,24.0,9.0,12.057485529831286,2.556058107813783,42.0,9.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,43.967862417108115,30.83137996064777,25.200757622244108,0,0,0,0.3653483431559747,1,0,3.726383290178859,1.6347899521565648,0.96,0,50,0,1.6242089382420672,0.3221779358317258,61.47612820156955,0.1574768240295498,0.017159752851302317,1,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,6785402.222028275,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,0,0,0,1.6330724740788671,-39.36488469584717,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,1,1,0,0,1,1,0,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,1,Tuesday,8,August,3,0,0,0.0,1.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-13 04:00:00,230.8462285986664,234.77241529044048,230.2068337695816,233.10403442382807,69878500,1.9586025321885945,1.6142589824956126,0.3708368444768046,0.767151543836076,1.7100295879610257,1.0,2.0,0.767151543836076,4.092917124378164,1.0,8.0,2.3657513746168437,4.092917124378164,21.0,8.0,3.424334699093165,4.092917124378164,23.0,8.0,10.290145727418558,4.092917124378164,41.0,8.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,49.452754590984036,36.54257095158726,14.004674457428706,0,0,0,0.6183418752473661,1,0,5.344833503331159,1.6347899521565648,0.96,0,50,0,1.958602532188595,0.3221779358317258,61.47612820156955,0.4821887480399073,0.06860301384857434,0,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,14928661.738415968,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,0,0,0,1.6330724740788671,-39.36488469584717,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,1,2,0,0,1,1,0,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,2,Wednesday,8,August,3,0,0,0.0,2.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-14 04:00:00,233.83332460758467,234.89229562265464,230.6264418350812,232.5545654296875,51916300,1.83434532007208,1.6142589824956126,0.3708368444768046,0.6443817640827502,3.01142918712613,1.0,6.0,0.6443817640827502,3.866312377826511,1.0,7.0,3.058675166987792,3.866312377826511,21.0,7.0,3.6687008548457607,3.866312377826511,22.0,7.0,10.550734098687425,3.866312377826511,40.0,7.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,29.97662933554444,24.824362666971556,45.199007997484,0,0,0,0.31286038680506634,1,0,4.265853787573434,1.6347899521565648,0.96,0,50,0,1.8343453200720794,0.3221779358317258,61.47612820156955,0.6239110055667916,0.13583656972091235,0,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,15316709.393717166,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,0,0,0,1.6330724740788671,-39.36488469584717,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,1,1,1,0,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,3,Thursday,8,August,3,0,0,0.0,3.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-15 04:00:00,233.77337703316005,234.0531046408583,229.11788646444973,231.3657073974609,56038700,2.1330811000138183,1.6142589824956126,0.3708368444768046,0.6606535742993398,3.372335513308528,3.0,6.0,0.7858785042537173,3.372335513308528,13.0,6.0,4.201395907574787,3.372335513308528,21.0,6.0,4.201395907574787,3.372335513308528,21.0,6.0,11.231059460715946,3.372335513308528,42.0,6.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,48.78547512262635,5.667988682555274,45.54653619481837,0,0,0,0.5240970441584606,1,0,4.9352181764085685,1.6347899521565648,0.96,0,50,0,2.1330811000138428,0.3221779358317258,61.47612820156955,0.6012832362491356,0.20150564174596536,0,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,12494878.712387897,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,0,0,0,1.6330724740788671,-39.36488469584717,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,2,0,0,1,1,6.300832693522741,-1.4254933275902661,0,0,0,0,0,4,Friday,8,August,3,0,0,1.0,4.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-18 04:00:00,231.4756102221476,232.8942332130852,229.88715369469057,230.66639709472656,37476200,1.3036487135834292,1.6142589824956126,0.3708368444768046,0.8575497383478718,3.079389847378039,1.0,3.0,1.0914306093538495,3.079389847378039,10.0,3.0,4.5173028217819,3.079389847378039,18.0,3.0,4.5173028217819,3.079389847378039,18.0,3.0,11.568278175035186,3.079389847378039,39.0,3.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,1.6330724740788671,0.0,-3.1303207076311796,1.7785273056000945,26.910267003948203,47.17610499688245,25.913627999169346,0,0,0,0.04750177799594307,1,0,3.007079518394619,1.6347899521565648,0.96,0,50,0,1.3036487135834167,0.3221779358317258,61.47612820156955,0.5067015854536217,0.2570336890428268,0,0,77.42506711343773,67.84244271002824,1.6330724740788671,1.6330724740788671,2.7145102711992024,0,-22.574932886562262,136.23502964593345,4460359.131951831,0.8713260821628385,0.06,0,-500.0,-500.0,12103613.803506838,98513498.13500851,1,0,0,1.6330724740788671,-39.36488469584717,1,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,3,0,1,1,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,0,Monday,8,August,3,0,0,4.0,7.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-19 04:00:00,231.0560196461585,232.64447617946885,229.1278960385577,230.3367156982422,39402600,1.5267128083557986,1.6142589824956126,0.3708368444768046,-0.0390390462724051,2.9406671864840863,1.0,2.0,1.236122973811964,2.9406671864840863,9.0,2.0,4.666898643909568,2.9406671864840863,17.0,2.0,4.666898643909568,2.9406671864840863,17.0,2.0,11.727966072123596,2.9406671864840863,38.0,2.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,0.3962618199831347,0.0,-3.1303207076311796,1.7785273056000945,20.45464397492532,45.17049149059902,34.37486453447566,0,0,0,0.1689117081374981,1,0,3.5165801409111452,1.6347899521565648,0.96,0,50,0,1.5267128083557986,0.3221779358317258,61.47612820156955,0.39441274001747684,0.3002098613514258,0,0,77.42506711343773,67.84244271002824,0.3962618199831347,0.3962618199831347,2.7145102711992024,0,-22.574932886562262,136.23502964593345,-3149883.1073649805,0.8713260821628385,0.06,0,-206.65675526999868,-500.0,-21535355.29103084,98513498.13500851,0,0,0,0.3962618199831347,-29.165393285897657,1,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,4,0,0,1,1,6.300832693522741,-1.4254933275902661,0,0,0,0,0,1,Tuesday,8,August,3,0,0,5.0,8.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-20 04:00:00,229.75726351111012,230.2467944412184,225.5513493703436,225.7911071777344,42263900,2.079552702303184,1.6142589824956126,0.3708368444768046,1.5397628424272964,0.9866764569704244,6.0,1.0,5.681175536583597,0.9866764569704244,14.0,1.0,6.774044280590323,0.9866764569704244,16.0,1.0,6.774044280590323,0.9866764569704244,16.0,1.0,14.50379352519207,0.9866764569704244,42.0,1.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,-3.1371946282136687,0.0,-3.1303207076311796,1.7785273056000945,84.46816592482834,10.425655560210425,5.10617851496123,0,0,0,-0.2515674435035303,0,1,4.7853663278986005,1.6347899521565648,0.96,0,50,0,2.0795527023031712,0.3221779358317258,61.47612820156955,0.00696216855557541,0.30702452618398574,0,0,77.42506711343773,67.84244271002824,-3.1371946282136687,-3.1371946282136687,2.7145102711992024,0,-22.574932886562262,136.23502964593345,-18051098.170989327,0.8713260821628385,0.06,0,-180.94756610708603,-500.0,-78290814.04345164,98513498.13500851,0,0,0,-3.1371946282136687,-39.51802056426512,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,5,0,0,1,1,6.300832693522741,-1.4254933275902661,0,0,0,0,0,2,Wednesday,8,August,3,0,0,6.0,9.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-21 04:00:00,226.0508735335389,226.30063142153253,223.56327948127884,224.68218994140625,30621200,1.2183217285569226,1.6142589824956126,0.3708368444768046,2.6678510091222423,0.0933717348278331,6.0,5.0,6.669627100698753,0.0933717348278331,14.0,5.0,7.301026762495498,0.0933717348278331,15.0,5.0,7.301026762495498,0.0933717348278331,15.0,5.0,15.06892612559159,0.0933717348278331,41.0,5.0,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,-3.385173485515358,0.0,-3.1303207076311796,1.7785273056000945,50.00027844449536,9.124069299269268,40.87565225623537,0,0,0,0.11504720405131309,1,0,2.7373519402536886,1.6347899521565648,0.96,0,50,0,1.2183217285569226,0.3221779358317258,61.47612820156955,-0.3133379019946112,0.2736752751251527,0,1,77.42506711343773,67.84244271002824,-3.385173485515358,-3.385173485515358,2.7145102711992024,0,-22.574932886562262,136.23502964593345,-24284031.172308944,0.8713260821628385,0.06,0,-279.6671758048823,-500.0,-78893788.76407452,98513498.13500851,0,0,0,-3.385173485515358,-41.0181388118953,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,0,0,1,6,0,0,1,1,6.300832693522741,-1.4254933275902661,0,0,0,0,0,3,Thursday,8,August,3,0,0,7.0,0.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
2025-08-22 04:00:00,225.9509569942965,228.8681272027074,225.1916985271248,227.53941345214844,42477800,1.61573268551813,1.6142589824956126,0.3708368444768046,2.480689925462394,1.3479041379284555,6.0,4.0,5.953642536874062,1.3479041379284555,14.0,4.0,5.953642536874062,1.3479041379284555,14.0,4.0,8.14015122851917,1.3479041379284555,28.0,4.0,13.821569139360893,1.3479041379284555,42.0,4.0,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,STRONG_UP,STRONG_UP,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG_UP,2.714900663060742,-1.6537861156490696,0.0,-3.1303207076311796,1.7785273056000945,43.20650821820246,36.141426036189905,20.652065745607644,0,0,0,0.5646940922291686,1,0,4.185937261301149,1.6347899521565648,0.96,0,50,0,1.61573268551813,0.3221779358317258,61.47612820156955,-0.32093468321528174,0.23497728264469728,0,0,77.42506711343773,67.84244271002824,-1.6537861156490696,-1.6537861156490696,2.7145102711992024,0,-22.574932886562262,136.23502964593345,-20880071.719148405,0.8713260821628385,0.06,0,-500.0,-500.0,-62128827.65888724,98513498.13500851,0,0,0,-1.6537861156490696,-24.199169502504514,0,0.0,0.0,0.0,Neutral,0.0,0,0.0,-0.6727651540819188,Medium,Sideways,Normal,1,1,0,0,1,1,0,0,6.300832693522741,-1.4254933275902661,0,0,0,0,0,4,Friday,8,August,3,0,0,8.0,1.0,-4.187221424875794,-3.1106952179765743,-2.2406260918525587,-1.3705569657285306,-0.13181448107737842,2.6174616752344764,0.3895812914170165
